text,stress_level,study_hour,screen_time,sleep_hour,social_hours,physical_activity,stress_score
I feel like everything is falling apart.,High,2.3,3.5,5.0,2.2,2.8,97.0
Everything feels like too much to handle.,High,5.9,4.9,4.8,3.6,2.4,74.0
I can’t find peace even for a moment.,High,2.0,3.0,4.3,1.8,2.8,74.0
Work is draining all my energy and hope.,High,5.5,6.9,5.8,6.0,0.9,78.0
I cry almost every night due to stress.,High,4.5,5.8,4.0,5.0,3.0,74.0
My mind is full of worry and fear.,High,0.2,5.8,4.0,1.9,3.0,82.0
Life feels like a constant struggle.,High,3.8,4.9,5.8,3.7,2.8,72.0
I can’t find peace even for a moment.,High,4.0,5.3,4.1,2.0,3.4,77.0
I feel like everything is falling apart.,High,5.4,5.5,3.4,3.0,1.7,96.0
I'm constantly anxious and scared of failing.,High,1.9,4.6,5.7,1.3,2.7,91.0
My heart is racing and I feel overwhelmed.,High,4.9,6.3,3.2,3.3,1.6,81.0
I have no motivation left to continue.,High,6.0,3.7,5.1,5.7,1.0,79.0
I can’t find peace even for a moment.,High,1.5,9.2,4.7,2.3,1.3,76.0
Life feels like a constant struggle.,High,4.6,9.1,3.3,4.6,2.5,76.0
I cry almost every night due to stress.,High,2.4,8.9,4.6,4.1,2.7,79.0
My heart is racing and I feel overwhelmed.,High,3.5,6.3,5.8,4.9,2.5,71.0
Work is draining all my energy and hope.,High,4.7,9.8,4.4,2.9,2.9,76.0
Life feels like a constant struggle.,High,1.2,4.8,3.0,4.8,1.2,98.0
I feel mentally exhausted and helpless.,High,4.5,6.8,5.8,3.4,1.8,76.0
I have no motivation left to continue.,High,0.3,9.5,3.6,1.5,1.3,83.0
I’m stressed and frustrated with everything.,High,5.5,9.8,5.4,1.3,0.6,82.0
Work is draining all my energy and hope.,High,4.4,9.2,5.8,4.2,0.9,99.0
I'm constantly anxious and scared of failing.,High,1.9,9.0,5.7,4.2,3.2,71.0
I cry almost every night due to stress.,High,5.3,7.9,5.0,1.7,1.2,70.0
Everything feels like too much to handle.,High,5.5,3.4,3.2,5.6,3.0,89.0
I have no motivation left to continue.,High,5.6,5.9,4.8,1.0,1.1,98.0
"Too many expectations, I can't breathe.",High,1.6,4.7,4.0,2.1,2.8,91.0
I feel mentally exhausted and helpless.,High,3.8,6.3,3.7,5.5,1.4,91.0
I have no motivation left to continue.,High,3.8,9.2,4.2,5.5,1.6,99.0
Everything feels like too much to handle.,High,5.4,6.7,3.2,1.1,1.8,78.0
I’m stressed and frustrated with everything.,High,3.1,9.3,3.2,3.3,2.0,92.0
Nothing is going right in my life.,High,2.7,4.2,3.2,2.9,1.5,86.0
Work is draining all my energy and hope.,High,1.8,9.4,4.7,1.1,3.4,99.0
I can't take this pressure anymore.,High,4.6,5.8,3.9,4.0,0.9,78.0
Life feels like a constant struggle.,High,4.2,5.7,3.8,3.6,1.2,70.0
I can’t find peace even for a moment.,High,4.8,8.4,4.1,1.2,2.5,81.0
I feel mentally exhausted and helpless.,High,2.7,4.5,3.8,4.0,3.3,75.0
I feel mentally exhausted and helpless.,High,5.5,6.0,4.7,2.8,3.4,82.0
I feel mentally exhausted and helpless.,High,1.9,8.3,3.8,3.1,0.7,88.0
Nothing is going right in my life.,High,3.5,4.5,3.3,4.7,2.9,77.0
I feel mentally exhausted and helpless.,High,4.2,4.4,4.7,4.8,0.8,82.0
I feel mentally exhausted and helpless.,High,5.7,9.6,5.3,5.8,1.9,100.0
Life feels like a constant struggle.,High,1.2,4.9,3.3,4.1,0.9,70.0
My heart is racing and I feel overwhelmed.,High,4.4,9.9,3.0,1.2,1.9,82.0
My heart is racing and I feel overwhelmed.,High,3.5,9.1,3.2,3.1,0.6,97.0
I have no motivation left to continue.,High,1.3,5.6,4.8,5.7,1.6,73.0
I can't take this pressure anymore.,High,0.0,3.5,5.1,5.0,1.1,83.0
I'm constantly anxious and scared of failing.,High,2.3,3.7,5.5,5.6,0.9,76.0
My mind is full of worry and fear.,High,5.7,7.4,6.0,5.5,1.2,95.0
I have no motivation left to continue.,High,0.0,4.2,5.1,4.1,0.8,87.0
I feel mentally exhausted and helpless.,High,5.4,8.0,3.2,1.3,0.9,91.0
My mind is full of worry and fear.,High,4.8,4.2,4.1,1.8,2.6,82.0
"Too many expectations, I can't breathe.",High,3.6,6.4,4.2,2.3,2.6,73.0
Everything feels like too much to handle.,High,2.4,8.0,5.5,5.4,3.5,81.0
Work is draining all my energy and hope.,High,4.5,8.8,5.3,2.3,3.0,100.0
I'm constantly anxious and scared of failing.,High,3.9,3.3,4.5,1.3,2.9,75.0
Everything feels like too much to handle.,High,0.6,9.9,5.8,1.2,2.2,72.0
I can’t find peace even for a moment.,High,1.1,4.3,5.7,5.7,3.4,70.0
I can't take this pressure anymore.,High,3.4,8.1,3.6,3.7,1.5,90.0
Work is draining all my energy and hope.,High,6.0,5.9,5.3,3.6,3.2,92.0
I'm constantly anxious and scared of failing.,High,4.5,9.5,3.5,2.0,2.1,70.0
Work is draining all my energy and hope.,High,4.4,10.0,4.7,3.4,2.3,79.0
I can't take this pressure anymore.,High,5.3,8.7,5.9,2.2,1.5,81.0
I feel like everything is falling apart.,High,4.9,6.4,4.0,5.1,1.9,89.0
I feel mentally exhausted and helpless.,High,0.1,7.4,3.8,2.4,0.7,86.0
Work is draining all my energy and hope.,High,1.6,9.2,4.6,5.5,1.1,81.0
I cry almost every night due to stress.,High,4.6,9.3,3.8,1.7,2.7,73.0
Nothing is going right in my life.,High,4.7,3.2,5.0,2.7,1.0,82.0
"Too many expectations, I can't breathe.",High,0.0,5.2,5.1,2.3,1.5,91.0
"Too many expectations, I can't breathe.",High,5.1,3.5,4.9,1.2,3.3,94.0
I'm constantly anxious and scared of failing.,High,5.3,7.1,4.2,3.6,3.1,87.0
My mind is full of worry and fear.,High,2.9,5.2,4.4,1.4,1.8,85.0
I cry almost every night due to stress.,High,5.0,7.7,4.8,5.5,3.1,72.0
"Too many expectations, I can't breathe.",High,0.3,3.4,3.7,2.8,1.8,78.0
Life feels like a constant struggle.,High,5.0,3.6,3.9,3.6,0.8,96.0
I feel like everything is falling apart.,High,1.0,7.5,4.6,5.6,2.6,91.0
I can't take this pressure anymore.,High,4.8,6.3,3.2,2.4,2.8,76.0
I’m stressed and frustrated with everything.,High,3.0,8.5,3.9,4.9,1.8,84.0
Work is draining all my energy and hope.,High,1.6,8.4,3.1,4.5,1.1,75.0
I can't take this pressure anymore.,High,1.8,5.7,3.9,3.7,2.7,86.0
I feel mentally exhausted and helpless.,High,0.9,10.0,4.2,1.8,1.7,79.0
I cry almost every night due to stress.,High,5.7,4.1,4.4,3.0,3.4,100.0
I’m stressed and frustrated with everything.,High,4.5,9.7,5.1,2.2,1.7,93.0
I have no motivation left to continue.,High,0.9,9.1,5.4,1.8,1.1,94.0
Everything feels like too much to handle.,High,4.9,6.0,5.8,4.1,2.8,92.0
I can't take this pressure anymore.,High,6.0,9.2,5.9,5.3,1.8,89.0
My mind is full of worry and fear.,High,4.1,7.8,5.4,4.3,0.9,75.0
"Too many expectations, I can't breathe.",High,3.1,9.7,3.2,1.4,3.2,75.0
I have no motivation left to continue.,High,0.6,8.0,5.8,5.0,1.8,85.0
I'm constantly anxious and scared of failing.,High,0.1,9.5,3.0,4.4,2.7,90.0
I feel mentally exhausted and helpless.,High,4.8,7.0,4.3,3.1,2.4,83.0
"Too many expectations, I can't breathe.",High,2.4,3.6,3.1,5.0,1.0,98.0
Everything feels like too much to handle.,High,0.3,5.8,4.3,5.3,2.0,72.0
My heart is racing and I feel overwhelmed.,High,3.9,9.3,5.6,4.9,3.3,84.0
"Too many expectations, I can't breathe.",High,4.0,4.5,4.2,2.4,0.9,83.0
I'm constantly anxious and scared of failing.,High,0.5,6.1,4.2,3.3,2.2,78.0
"Too many expectations, I can't breathe.",High,3.1,8.9,3.2,5.3,3.2,85.0
"Too many expectations, I can't breathe.",High,0.5,4.8,5.6,3.1,1.1,71.0
My mind is full of worry and fear.,High,0.0,8.2,4.3,3.0,3.0,96.0
Work is draining all my energy and hope.,High,3.7,3.5,5.9,2.9,0.5,83.0
I have no motivation left to continue.,High,5.2,6.9,5.3,1.8,1.9,84.0
I cry almost every night due to stress.,High,3.2,3.8,4.8,5.4,1.5,90.0
My mind is full of worry and fear.,High,5.5,7.7,5.2,1.1,2.2,94.0
I cry almost every night due to stress.,High,4.0,3.0,5.8,3.2,0.7,80.0
My heart is racing and I feel overwhelmed.,High,2.8,6.0,5.1,2.2,1.6,86.0
My heart is racing and I feel overwhelmed.,High,2.1,8.4,4.1,5.7,3.0,96.0
My heart is racing and I feel overwhelmed.,High,5.4,6.0,3.4,5.0,1.5,94.0
Life feels like a constant struggle.,High,4.3,8.2,4.5,4.9,1.6,97.0
I feel like everything is falling apart.,High,3.4,7.7,4.0,1.9,3.0,93.0
"Too many expectations, I can't breathe.",High,2.6,4.1,5.3,3.6,1.3,79.0
I can't take this pressure anymore.,High,1.8,7.4,4.2,2.2,3.4,94.0
I can't take this pressure anymore.,High,4.6,5.7,3.8,3.2,1.2,77.0
Work is draining all my energy and hope.,High,1.8,5.8,3.7,4.3,3.0,78.0
Nothing is going right in my life.,High,4.1,4.5,3.1,3.2,2.1,83.0
Work is draining all my energy and hope.,High,1.3,4.0,3.5,2.9,0.9,81.0
My heart is racing and I feel overwhelmed.,High,5.8,3.4,5.3,3.8,0.7,71.0
Work is draining all my energy and hope.,High,0.9,5.1,3.5,2.2,3.0,71.0
I'm constantly anxious and scared of failing.,High,0.3,6.5,5.3,3.3,2.9,94.0
My heart is racing and I feel overwhelmed.,High,5.9,3.4,4.2,3.4,1.4,91.0
I can’t find peace even for a moment.,High,3.8,6.3,5.1,4.0,0.9,82.0
Life feels like a constant struggle.,High,0.7,9.0,4.1,4.1,3.0,88.0
I'm constantly anxious and scared of failing.,High,1.5,9.7,3.8,6.0,2.0,83.0
Work is draining all my energy and hope.,High,5.9,7.0,5.7,4.7,3.1,100.0
Life feels like a constant struggle.,High,2.3,8.1,4.7,4.9,2.2,88.0
I'm constantly anxious and scared of failing.,High,2.7,7.7,3.1,5.1,3.0,81.0
I have no motivation left to continue.,High,0.9,5.3,5.1,4.6,3.5,99.0
My mind is full of worry and fear.,High,4.2,5.9,4.7,2.9,1.8,91.0
Work is draining all my energy and hope.,High,1.8,3.8,4.2,3.4,2.3,99.0
Everything feels like too much to handle.,High,3.6,5.6,3.7,2.6,2.8,71.0
Life feels like a constant struggle.,High,4.2,3.4,3.8,3.9,1.3,97.0
I have no motivation left to continue.,High,0.7,7.7,4.2,3.9,2.5,86.0
I'm constantly anxious and scared of failing.,High,0.1,6.7,4.2,1.6,1.4,82.0
My mind is full of worry and fear.,High,3.1,8.9,3.1,4.5,1.4,84.0
I'm constantly anxious and scared of failing.,High,5.5,5.5,3.3,3.1,2.4,89.0
I feel mentally exhausted and helpless.,High,3.7,3.1,4.1,2.4,1.4,99.0
I can’t find peace even for a moment.,High,3.9,6.1,3.1,1.4,2.5,90.0
Everything feels like too much to handle.,High,2.1,8.1,3.1,3.9,2.2,90.0
I can’t find peace even for a moment.,High,3.4,9.0,3.2,2.7,2.0,79.0
Nothing is going right in my life.,High,5.6,7.0,3.7,1.3,1.0,83.0
My heart is racing and I feel overwhelmed.,High,2.9,9.2,4.9,5.7,0.9,75.0
I can't take this pressure anymore.,High,4.8,8.6,5.6,3.3,3.1,79.0
I feel like everything is falling apart.,High,5.7,3.5,3.8,4.4,2.8,75.0
I cry almost every night due to stress.,High,2.6,3.9,3.2,4.2,2.3,100.0
I'm constantly anxious and scared of failing.,High,4.5,6.6,4.3,1.4,1.8,75.0
Work is draining all my energy and hope.,High,5.3,9.6,4.7,5.2,0.7,90.0
I cry almost every night due to stress.,High,4.3,9.9,4.7,1.5,0.7,98.0
I feel mentally exhausted and helpless.,High,0.0,5.9,3.4,5.8,2.3,90.0
My heart is racing and I feel overwhelmed.,High,3.0,6.7,5.3,2.2,2.5,87.0
I’m stressed and frustrated with everything.,High,2.6,7.4,3.5,5.4,1.1,81.0
I feel mentally exhausted and helpless.,High,5.6,6.2,3.4,1.6,2.3,80.0
Everything feels like too much to handle.,High,5.7,4.3,5.9,3.1,2.8,73.0
I'm constantly anxious and scared of failing.,High,0.9,6.6,5.3,2.1,1.4,88.0
I can’t find peace even for a moment.,High,4.1,7.8,4.4,4.7,2.0,77.0
I feel mentally exhausted and helpless.,High,5.0,7.8,4.3,4.7,0.9,73.0
"Too many expectations, I can't breathe.",High,2.9,7.7,4.5,1.8,1.9,78.0
My heart is racing and I feel overwhelmed.,High,2.1,4.2,4.7,5.8,2.9,80.0
Life feels like a constant struggle.,High,3.2,6.6,3.1,2.0,2.7,89.0
I cry almost every night due to stress.,High,3.2,5.1,5.6,4.9,3.5,92.0
I can't take this pressure anymore.,High,5.5,6.1,4.5,3.8,1.0,74.0
Work is draining all my energy and hope.,High,3.3,9.5,5.4,3.5,2.0,73.0
My heart is racing and I feel overwhelmed.,High,3.1,10.0,3.1,2.8,1.9,71.0
I’m stressed and frustrated with everything.,High,4.3,8.9,5.0,4.1,0.8,87.0
Work is draining all my energy and hope.,High,5.3,9.3,3.8,4.5,1.9,77.0
I feel mentally exhausted and helpless.,High,4.1,9.7,3.3,5.3,1.5,75.0
I can’t find peace even for a moment.,High,2.6,7.7,5.8,2.9,2.8,70.0
I feel like everything is falling apart.,High,1.5,5.5,5.9,4.7,3.0,74.0
My mind is full of worry and fear.,High,2.0,6.4,4.9,2.8,0.9,90.0
Nothing is going right in my life.,High,4.0,4.2,5.9,5.9,2.1,79.0
I'm constantly anxious and scared of failing.,High,3.4,3.9,4.0,3.2,1.0,76.0
I feel like everything is falling apart.,High,2.8,8.4,5.5,1.3,2.8,93.0
Life feels like a constant struggle.,High,2.1,8.9,3.8,5.1,3.5,75.0
I can’t find peace even for a moment.,High,4.7,6.8,5.3,3.3,3.4,73.0
I can’t find peace even for a moment.,High,2.3,5.3,5.4,1.6,1.6,100.0
I can’t find peace even for a moment.,High,2.3,8.2,3.9,2.1,1.6,100.0
I can’t find peace even for a moment.,High,0.8,3.7,5.0,4.9,3.3,74.0
My mind is full of worry and fear.,High,3.2,7.9,6.0,2.5,3.1,91.0
I feel like everything is falling apart.,High,1.8,3.9,5.1,1.5,1.5,98.0
Work is draining all my energy and hope.,High,2.9,7.3,3.4,3.1,3.5,79.0
My heart is racing and I feel overwhelmed.,High,4.4,6.1,3.6,3.8,0.9,95.0
Nothing is going right in my life.,High,5.0,3.1,3.1,1.3,2.4,82.0
"Too many expectations, I can't breathe.",High,5.3,5.6,3.9,2.5,2.9,98.0
I’m stressed and frustrated with everything.,High,4.9,9.2,3.2,1.1,2.0,73.0
I have no motivation left to continue.,High,0.4,3.1,5.3,5.0,2.9,84.0
I have no motivation left to continue.,High,4.2,8.6,4.1,3.2,1.5,71.0
I'm constantly anxious and scared of failing.,High,1.7,3.1,5.6,5.9,1.0,89.0
Life feels like a constant struggle.,High,4.3,7.5,4.8,2.7,1.0,97.0
I feel like everything is falling apart.,High,3.8,9.1,4.6,3.7,3.0,72.0
I can’t find peace even for a moment.,High,5.2,8.4,4.3,3.1,0.9,74.0
I’m stressed and frustrated with everything.,High,6.0,3.7,3.1,5.3,0.8,100.0
I cry almost every night due to stress.,High,2.1,4.3,5.0,3.0,1.0,93.0
Work is draining all my energy and hope.,High,3.5,5.7,4.0,1.3,2.8,91.0
I can't take this pressure anymore.,High,1.1,7.1,4.2,2.7,0.8,82.0
Everything feels like too much to handle.,High,0.1,5.2,3.2,3.7,3.1,70.0
I cry almost every night due to stress.,High,4.5,8.6,4.0,4.5,0.5,98.0
Life feels like a constant struggle.,High,3.0,9.1,3.2,5.8,1.9,77.0
I’m stressed and frustrated with everything.,High,2.4,5.4,4.6,3.0,1.3,70.0
Everything feels like too much to handle.,High,3.9,9.7,5.3,5.8,1.5,99.0
I’m stressed and frustrated with everything.,High,1.1,8.4,3.0,4.8,0.9,85.0
"Too many expectations, I can't breathe.",High,5.3,3.2,3.7,2.4,1.4,100.0
I have no motivation left to continue.,High,2.7,8.6,5.2,5.5,2.4,90.0
Everything feels like too much to handle.,High,2.7,5.6,5.5,5.8,2.0,80.0
I feel mentally exhausted and helpless.,High,5.1,5.5,3.2,4.8,3.2,76.0
Work is draining all my energy and hope.,High,1.1,3.4,4.8,4.9,3.0,70.0
My heart is racing and I feel overwhelmed.,High,0.0,6.9,3.7,1.4,0.7,95.0
I'm constantly anxious and scared of failing.,High,5.5,9.4,3.6,3.0,2.2,85.0
I can't take this pressure anymore.,High,5.1,9.6,4.2,4.8,1.5,73.0
"Too many expectations, I can't breathe.",High,5.5,7.1,4.7,5.6,2.7,90.0
My heart is racing and I feel overwhelmed.,High,2.0,9.6,5.3,2.7,2.4,88.0
I can't take this pressure anymore.,High,1.7,8.1,4.3,3.4,1.8,91.0
I can’t find peace even for a moment.,High,3.7,6.5,4.4,2.0,3.0,97.0
"Too many expectations, I can't breathe.",High,5.0,8.6,4.8,1.8,2.8,100.0
I feel like everything is falling apart.,High,4.9,5.1,3.5,2.4,0.7,71.0
Work is draining all my energy and hope.,High,0.8,8.4,4.8,5.3,1.4,80.0
I have no motivation left to continue.,High,3.5,7.5,5.2,5.0,1.3,81.0
Life feels like a constant struggle.,High,3.4,5.3,4.8,5.2,2.0,82.0
I feel like everything is falling apart.,High,2.8,8.3,3.2,5.7,1.6,88.0
I feel like everything is falling apart.,High,4.1,5.9,3.9,4.4,2.4,81.0
Nothing is going right in my life.,High,2.1,8.6,3.7,1.5,3.0,75.0
I can't take this pressure anymore.,High,3.4,8.8,4.9,2.5,1.5,100.0
I'm constantly anxious and scared of failing.,High,3.9,3.7,3.7,5.0,1.1,96.0
I have no motivation left to continue.,High,5.7,7.5,3.1,3.8,0.7,99.0
Everything feels like too much to handle.,High,4.0,8.0,5.5,3.3,1.9,88.0
I have no motivation left to continue.,High,2.0,6.2,5.3,1.9,2.2,81.0
Work is draining all my energy and hope.,High,0.6,4.3,5.7,2.9,1.1,91.0
I can't take this pressure anymore.,High,3.5,4.0,5.2,1.2,1.8,84.0
Work is draining all my energy and hope.,High,4.2,4.9,4.0,4.0,0.7,93.0
I feel mentally exhausted and helpless.,High,4.6,4.5,4.3,3.2,1.6,81.0
I have no motivation left to continue.,High,5.8,5.7,3.3,5.7,3.5,74.0
I can’t find peace even for a moment.,High,0.8,3.6,3.1,3.2,3.4,85.0
I feel mentally exhausted and helpless.,High,3.9,4.2,3.3,3.1,3.5,97.0
My mind is full of worry and fear.,High,4.7,7.1,5.0,4.9,0.9,99.0
I feel like everything is falling apart.,High,5.8,8.9,3.0,2.4,3.3,98.0
Life feels like a constant struggle.,High,3.0,6.5,4.1,5.7,1.2,71.0
I can't take this pressure anymore.,High,0.9,7.0,5.1,1.9,3.0,73.0
My mind is full of worry and fear.,High,1.2,3.1,6.0,2.6,1.9,93.0
I cry almost every night due to stress.,High,3.2,8.5,5.8,5.6,1.2,78.0
Everything feels like too much to handle.,High,1.6,3.5,5.6,3.2,1.4,97.0
I can’t find peace even for a moment.,High,5.6,5.2,3.7,2.5,0.8,74.0
I feel mentally exhausted and helpless.,High,2.1,5.8,3.7,5.3,0.9,93.0
My heart is racing and I feel overwhelmed.,High,3.4,3.8,5.0,4.4,2.1,70.0
Life feels like a constant struggle.,High,5.7,4.8,5.6,3.8,2.5,93.0
I can't take this pressure anymore.,High,1.8,9.9,4.9,2.8,0.5,97.0
Nothing is going right in my life.,High,0.3,3.7,4.6,3.3,2.7,78.0
I cry almost every night due to stress.,High,1.4,9.1,5.1,3.4,0.9,72.0
I’m stressed and frustrated with everything.,High,4.2,7.4,3.8,4.4,2.8,76.0
I’m stressed and frustrated with everything.,High,3.8,3.8,6.0,4.9,3.1,72.0
I can’t find peace even for a moment.,High,1.1,5.1,4.0,3.3,3.5,74.0
Life feels like a constant struggle.,High,0.5,7.8,5.9,5.3,1.8,91.0
I feel like everything is falling apart.,High,1.7,8.7,4.8,2.6,2.8,89.0
I'm constantly anxious and scared of failing.,High,5.3,7.4,4.9,1.5,1.3,87.0
I cry almost every night due to stress.,High,1.9,8.0,4.9,4.8,0.6,87.0
Everything feels like too much to handle.,High,3.0,7.5,4.6,4.7,2.7,73.0
I cry almost every night due to stress.,High,4.1,5.1,4.4,3.7,3.4,82.0
I’m stressed and frustrated with everything.,High,3.1,5.7,5.6,4.6,2.3,92.0
Everything feels like too much to handle.,High,3.6,7.8,5.5,1.6,0.8,83.0
Nothing is going right in my life.,High,3.7,3.7,3.3,4.0,3.2,80.0
I have no motivation left to continue.,High,4.0,8.5,3.8,2.6,3.1,75.0
My heart is racing and I feel overwhelmed.,High,3.0,3.2,3.7,3.9,2.9,76.0
My mind is full of worry and fear.,High,4.3,4.6,4.7,3.9,3.3,92.0
I can’t find peace even for a moment.,High,4.4,9.0,5.8,4.6,3.1,97.0
Everything feels like too much to handle.,High,5.9,7.0,5.1,2.9,3.3,81.0
I can’t find peace even for a moment.,High,3.8,4.2,3.1,4.4,2.3,86.0
My heart is racing and I feel overwhelmed.,High,2.2,4.4,3.5,2.3,1.0,84.0
My heart is racing and I feel overwhelmed.,High,5.8,4.4,5.4,5.8,2.0,100.0
I feel like everything is falling apart.,High,0.1,3.6,6.0,4.6,3.1,93.0
Work is draining all my energy and hope.,High,5.4,7.0,3.1,5.5,1.0,83.0
My heart is racing and I feel overwhelmed.,High,4.3,4.5,4.6,3.5,2.4,97.0
I feel mentally exhausted and helpless.,High,2.6,3.1,4.4,4.5,0.8,90.0
Nothing is going right in my life.,High,5.8,5.9,6.0,2.9,3.1,72.0
I have no motivation left to continue.,High,5.6,9.2,3.4,5.1,1.2,99.0
Nothing is going right in my life.,High,0.6,8.8,4.3,4.4,2.1,96.0
I can’t find peace even for a moment.,High,4.5,5.9,4.7,2.1,1.8,72.0
My mind is full of worry and fear.,High,1.4,8.6,5.5,3.1,2.5,91.0
I feel like everything is falling apart.,High,3.8,9.1,5.5,1.3,3.1,97.0
"Too many expectations, I can't breathe.",High,5.3,6.3,5.9,3.1,3.0,80.0
My heart is racing and I feel overwhelmed.,High,5.3,8.5,3.2,5.4,3.5,83.0
"Too many expectations, I can't breathe.",High,3.5,7.0,3.6,1.7,3.3,74.0
"Too many expectations, I can't breathe.",High,0.8,4.9,4.8,1.5,1.6,70.0
I’m stressed and frustrated with everything.,High,2.0,3.9,3.1,2.4,2.0,84.0
Work is draining all my energy and hope.,High,0.1,7.9,5.8,2.4,1.0,73.0
My heart is racing and I feel overwhelmed.,High,0.5,9.9,4.0,1.5,1.5,84.0
I feel like everything is falling apart.,High,3.0,8.3,6.0,5.3,2.0,72.0
"Too many expectations, I can't breathe.",High,4.5,7.0,5.2,3.4,3.2,86.0
I have no motivation left to continue.,High,0.4,4.9,5.7,2.4,0.9,87.0
I cry almost every night due to stress.,High,3.2,6.7,3.2,1.4,2.7,75.0
I can’t find peace even for a moment.,High,3.7,5.9,4.9,3.7,0.7,98.0
Nothing is going right in my life.,High,1.1,7.5,5.3,5.7,1.1,73.0
I’m stressed and frustrated with everything.,High,3.9,3.7,4.6,5.1,1.3,74.0
I can't take this pressure anymore.,High,2.6,7.5,4.8,4.8,1.7,76.0
I have no motivation left to continue.,High,1.9,3.3,5.3,1.8,2.6,73.0
I can't take this pressure anymore.,High,0.9,6.2,4.7,3.7,1.6,79.0
Life feels like a constant struggle.,High,5.1,3.4,4.2,3.2,2.7,86.0
